year,title,link,abstract
2021,representative committees of peers,https://www.jair.org/index.php/jair/article/view/12521,"a population of voters must elect representatives among themselves to decide on a sequence of possibly unforeseen binary issues. voters care only about the final decision, not the elected representatives. the disutility of a voter is proportional to the fraction of issues, where his preferences disagree with the decision. while an issue-by-issue vote by all voters would maximize social welfare, we are interested in how well the preferences of the population can be approximated by a small committee.
we show that a k-sortition (a random committee of k voters with the majority vote within the committee) leads to an outcome within the factor 1+o(1/ k) of the optimal social cost for any number of voters n, any number of issues m, and any preference profile. for a small number of issues m, the social cost can be made even closer to optimal by delegation procedures that weigh committee members according to their number of followers. however, for large m, we demonstrate that the k-sortition is the worst-case optimal rule within a broad family of committee-based rules that take into account metric information about the preference profile of the whole population."
2021,confronting abusive language online: a survey from the ethical and human rights perspective,https://www.jair.org/index.php/jair/article/view/12590,"the pervasiveness of abusive content on the internet can lead to severe psychological and physical harm. significant effort in natural language processing (nlp) research has been devoted to addressing this problem through abusive content detection and related sub-areas, such as the detection of hate speech, toxicity, cyberbullying, etc. although current technologies achieve high classification performance in research studies, it has been observed that the real-life application of this technology can cause unintended harms, such as the silencing of under-represented groups. we review a large body of nlp research on automatic abuse detection with a new focus on ethical challenges, organized around eight established ethical principles: privacy, accountability, safety and security, transparency and explainability, fairness and non-discrimination, human control of technology, professional responsibility, and promotion of human values. in many cases, these principles relate not only to situational ethical codes, which may be context-dependent, but are in fact connected to universal human rights, such as the right to privacy, freedom from discrimination, and freedom of expression. we highlight the need to examine the broad social impacts of this technology, and to bring ethical and human rights considerations to every stage of the application life-cycle, from task formulation and dataset design, to model training and evaluation, to application deployment. guided by these principles, we identify several opportunities for rights-respecting, socio-technical solutions to detect and confront online abuse, including 'nudging', 'quarantining', value sensitive design, counter-narratives, style transfer, and ai-driven public education applications.evaluation, to application deployment. guided by these principles, we identify several opportunities for rights-respecting, socio-technical solutions to detect and confront online abuse, including 'nudging', 'quarantining', value sensitive design, counter-narratives, style transfer, and ai-driven public education applications."
2021,epidemioptim: a toolbox for the optimization of control policies in epidemiological models,https://www.jair.org/index.php/jair/article/view/12588,"modeling the dynamics of epidemics helps to propose control strategies based on pharmaceuticaland non-pharmaceutical interventions (contact limitation, lockdown, vaccination,etc). hand-designing such strategies is not trivial because of the number of possibleinterventions and the difficulty to predict long-term effects. this task can be cast as an optimization problem where state-of-the-art machine learning methods such as deep reinforcement learning might bring significant value. however, the specificity of each domain|epidemic modeling or solving optimization problems|requires strong collaborationsbetween researchers from different fields of expertise. this is why we introduce epidemioptim, a python toolbox that facilitates collaborations between researchers inepidemiology and optimization. epidemioptim turns epidemiological models and cost functions into optimization problems via a standard interface commonly used by optimization practitioners (openai gym). reinforcement learning algorithms based on qlearning with deep neural networks (dqn) and evolutionary algorithms (nsga-ii) are already implemented. we illustrate the use of epidemioptim to find optimal policies fordynamical on-o lockdown control under the optimization of the death toll and economic recess using a susceptible-exposed-infectious-removed (seir) model for covid-19. using epidemioptim and its interactive visualization platform in jupyter notebooks, epidemiologists, optimization practitioners and others (e.g. economists) can easily compare epidemiological models, costs functions and optimization algorithms to address important choicesto be made by health decision-makers. trained models can be explored by experts and non-experts via a web interface.
this article is part of the special track on ai and covid-19."
2021,intelligence in strategic games,https://www.jair.org/index.php/jair/article/view/12883,"if an agent, or a coalition of agents, has a strategy, knows that she has a strategy, and knows what the strategy is, then she has a know-how strategy. several modal logics of coalition power for know-how strategies have been studied before.
the contribution of the article is three-fold. first, it proposes a new class of know-how strategies that depend on the intelligence information about the opponents' actions. second, it shows that the coalition power modality for the proposed new class of strategies cannot be expressed through the standard know-how modality. third, it gives a sound and complete logical system that describes the interplay between the coalition power modality with intelligence and the distributed knowledge modality in games with imperfect information."
2021,conceptual modeling of explainable recommender systems: an ontological formalization to guide their design and development,https://www.jair.org/index.php/jair/article/view/12789,"with the increasing importance of e-commerce and the immense variety of products, users need help to decide which ones are the most interesting to them. this is one of the main goals of recommender systems. however, users' trust may be compromised if they do not understand how or why the recommendation was achieved. here, explanations are essential to improve user confidence in recommender systems and to make the recommendation useful.
providing explanation capabilities into recommender systems is not an easy task as their success depends on several aspects such as the explanation's goal, the user's expectation, the knowledge available, or the presentation method. therefore, this work proposes a conceptual model to alleviate this problem by defining the requirements of explanations for recommender systems. our goal is to provide a model that guides the development of effective explanations for recommender systems as they are correctly designed and suited to the user's needs. although earlier explanation taxonomies sustain this work, our model includes new concepts not considered in previous works. moreover, we make a novel contribution regarding the formalization of this model as an ontology that can be integrated into the development of proper explanations for recommender systems."
2021,ethics and governance of artificial intelligence: evidence from a survey of machine learning researchers,https://www.jair.org/index.php/jair/article/view/12895,"machine learning (ml) and artificial intelligence (ai) researchers play an important role in the ethics and governance of ai, including through their work, advocacy, and choice of employment. nevertheless, this influential group's attitudes are not well understood, undermining our ability to discern consensuses or disagreements between ai/ml researchers. to examine these researchers' views, we conducted a survey of those who published in two top ai/ml conferences (n = 524). we compare these results with those from a 2016 survey of ai/ml researchers (grace et al., 2018) and a 2018 survey of the us public (zhang & dafoe, 2020). we find that ai/ml researchers place high levels of trust in international organizations and scientific organizations to shape the development and use of ai in the public interest; moderate trust in most western tech companies; and low trust in national militaries, chinese tech companies, and facebook. while the respondents were overwhelmingly opposed to ai/ml researchers working on lethal autonomous weapons, they are less opposed to researchers working on other military applications of ai, particularly logistics algorithms. a strong majority of respondents think that ai safety research should be prioritized and that ml institutions should conduct pre-publication review to assess potential harms. being closer to the technology itself, ai/ml researchers are well placed to highlight new risks and develop technical solutions, so this novel attempt to measure their attitudes has broad relevance. the findings should help to improve how researchers, private sector executives, and policymakers think about regulations, governance frameworks, guiding principles, and national and international governance strategies for ai.
this article appears in the special track on ai & society."
2021,improving the effectiveness and efficiency of stochastic neighbour embedding with isolation kernel,https://www.jair.org/index.php/jair/article/view/12904,"this paper presents a new insight into improving the performance of stochastic neighbour embedding (t-sne) by using isolation kernel instead of gaussian kernel. isolation kernel outperforms gaussian kernel in two aspects. first, the use of isolation kernel in t-sne overcomes the drawback of misrepresenting some structures in the data, which often occurs when gaussian kernel is applied in t-sne. this is because gaussian kernel determines each local bandwidth based on one local point only, while isolation kernel is derived directly from the data based on space partitioning. second, the use of isolation kernel yields a more efficient similarity computation because data-dependent isolation kernel has only one parameter that needs to be tuned. in contrast, the use of data-independent gaussian kernel increases the computational cost by determining n bandwidths for a dataset of n points. as the root cause of these deficiencies in t-sne is gaussian kernel, we show that simply replacing gaussian kernel with isolation kernel in t-sne significantly improves the quality of the final visualisation output (without creating misrepresented structures) and removes one key obstacle that prevents t-sne from processing large datasets. moreover, isolation kernel enables t-sne to deal with large-scale datasets in less runtime without trading off accuracy, unlike existing methods in speeding up t-sne."
2021,goal recognition for deceptive human agents through planning and gaze,https://www.jair.org/index.php/jair/article/view/12518,"eye gaze has the potential to provide insight into the minds of individuals, and this idea has been used in prior research to improve human goal recognition by combining human's actions and gaze. however, most existing research assumes that people are rational and honest. in adversarial scenarios, people may deliberately alter their actions and gaze, which presents a challenge to goal recognition systems. in this paper, we present new models for goal recognition under deception using a combination of gaze behaviour and observed movements of the agent. these models aim to detect when a person is deceiving by analysing their gaze patterns and use this information to adjust the goal recognition. we evaluated our models in two human-subject studies: (1) using data collected from 30 individuals playing a navigation game inspired by an existing deception study and (2) using data collected from 40 individuals playing a competitive game (ticket to ride). we found that one of our models (modulated deception gaze+ontic) offers promising results compared to the previous state-of-the-art model in both studies. our work complements existing adversarial goal recognition systems by equipping these systems with the ability to tackle ambiguous gaze behaviours."
2021,dimensional inconsistency measures and postulates in spatio-temporal databases,https://www.jair.org/index.php/jair/article/view/12435,"the problem of managing spatio-temporal data arises in many applications, such as location-based services, environmental monitoring, geographic information systems, and many others. often spatio-temporal data arising from such applications turn out to be inconsistent, i.e., representing an impossible situation in the real world. though several inconsistency measures have been proposed to quantify in a principled way inconsistency in propositional knowledge bases, little effort has been done so far on inconsistency measures tailored for the spatio-temporal setting.
in this paper, we define and investigate new measures that are particularly suitable for dealing with inconsistent spatio-temporal information, because they explicitly take into account the spatial and temporal dimensions, as well as the dimension concerning the identifiers of the monitored objects. specifically, we first define natural measures that look at individual dimensions (time, space, and objects), and then propose measures based on the notion of a repair. we then analyze their behavior w.r.t. common postulates defined for classical propositional knowledge bases, and find that the latter are not suitable for spatio-temporal databases, in that the proposed inconsistency measures do not often satisfy them. in light of this, we argue that also postulates should explicitly take into account the spatial, temporal, and object dimensions and thus define ""dimension-aware"" counterparts of common postulates, which are indeed often satisfied by the new inconsistency measures. finally, we study the complexity of the proposed inconsistency measures."
2021,merge-and-shrink: a compositional theory of transformations of factored transition systems,https://www.jair.org/index.php/jair/article/view/12557,"the merge-and-shrink framework has been introduced as a general approach for defining abstractions of large state spaces arising in domain-independent planning and related areas. the distinguishing characteristic of the merge-and-shrink approach is that it operates directly on the factored representation of state spaces, repeatedly modifying this representation through transformations such as shrinking (abstracting a factor of the representation), merging (combining two factors), label reduction (abstracting the way in which different factors interact), and pruning (removing states or transitions of a factor).
we provide a novel view of the merge-and-shrink framework as a ""toolbox"" or ""algebra"" of transformations on factored transition systems, with the construction of abstractions as only one possible application. for each transformation, we study desirable properties such as conservativeness (overapproximating the original transition system), inducedness (absence of spurious states and transitions), and refinability (reconstruction of paths in the original transition system from the transformed one). we provide the first complete characterizations of the conditions under which these desirable properties can be achieved. we also provide the first full formal account of factored mappings, the mechanism used within the merge-and-shrink framework to establish the relationship between states in the original and transformed factored transition system.
unlike earlier attempts to develop a theory for merge-and-shrink, our approach is fully compositional: the properties of a sequence of transformations can be entirely understood by the properties of the individual transformations involved. this aspect is key to the use of merge-and-shrink as a general toolbox for transforming factored transition systems. new transformations can easily be added to our theory, with compositionality taking care of the seamless integration with the existing components. similarly, new properties of transformations can be integrated into the theory by showing their compositionality and studying under which conditions they are satisfied by the building blocks of merge-and-shrink."
2021,set-to-sequence methods in machine learning: a review,https://www.jair.org/index.php/jair/article/view/12839,"machine learning on sets towards sequential output is an important and ubiquitous task, with applications ranging from language modelling and meta-learning to multi-agent strategy games and power grid optimization. combining elements of representation learning and structured prediction, its two primary challenges include obtaining a meaningful, permutation invariant set representation and subsequently utilizing this representation to output a complex target permutation. this paper provides a comprehensive introduction to the field as well as an overview of important machine learning methods tackling both of these key challenges, with a detailed qualitative comparison of selected model architectures."
2021,evaluating strategic structures in multi-agent inverse reinforcement learning,https://www.jair.org/index.php/jair/article/view/12594,"a core question in multi-agent systems is understanding the motivations for an agent's actions based on their behavior. inverse reinforcement learning provides a framework for extracting utility functions from observed agent behavior, casting the problem as finding domain parameters which induce such a behavior from rational decision makers. we show how to efficiently and scalably extend inverse reinforcement learning to multi-agent settings, by reducing the multi-agent problem to n single-agent problems while still satisfying rationality conditions such as strong rationality. however, we observe that rewards learned naively tend to lack insightful structure, which causes them to produce undesirable behavior when optimized in games with different players from those encountered during training. we further investigate conditions under which rewards or utility functions can be precisely identified, on problem domains such as normal-form and markov games, as well as auctions, where we show we can learn reward functions that properly generalize to new settings."
2021,agent-based markov modeling for improved covid-19 mitigation policies,https://www.jair.org/index.php/jair/article/view/12632,"the year 2020 saw the covid-19 virus lead to one of the worst global pandemics in history. as a result, governments around the world have been faced with the challenge of protecting public health while keeping the economy running to the greatest extent possible. epidemiological models provide insight into the spread of these types of diseases and predict the effects of possible intervention policies. however, to date, even the most data-driven intervention policies rely on heuristics. in this paper, we study how reinforcement learning (rl) and bayesian inference can be used to optimize mitigation policies that minimize economic impact without overwhelming hospital capacity. our main contributions are (1) a novel agent-based pandemic simulator which, unlike traditional models, is able to model fine-grained interactions among people at specific locations in a community; (2) an rlbased methodology for optimizing fine-grained mitigation policies within this simulator; and (3) a hidden markov model for predicting infected individuals based on partial observations regarding test results, presence of symptoms, and past physical contacts.
this article is part of the special track on ai and covid-19."
2021,bribery and control in stable marriage,https://www.jair.org/index.php/jair/article/view/12755,"we initiate the study of external manipulations in stable marriage by considering several manipulative actions as well as several manipulation goals. for instance, one goal is to make sure that a given pair of agents is matched in a stable solution, and this may be achieved by the manipulative action of reordering some agents' preference lists. we present a comprehensive study of the computational complexity of all problems arising in this way. we find several polynomial-time solvable cases as well as np-hard ones. for the np-hard cases, focusing on the natural parameter ""budget"" (that is, the number of manipulative actions one is allowed to perform), we also conduct a parameterized complexity analysis and encounter mostly parameterized hardness results."
2021,"election manipulation on social networks: seeding, edge removal, edge addition",https://www.jair.org/index.php/jair/article/view/12826,"we focus on the election manipulation problem through social influence, where a manipulator exploits a social network to make her most preferred candidate win an election. influence is due to information in favor of and/or against one or multiple candidates, sent by seeds and spreading through the network according to the independent cascade model. we provide a comprehensive theoretical study of the election control problem, investigating two forms of manipulations: seeding to buy influencers given a social network and removing or adding edges in the social network given the set of the seeds and the information sent. in particular, we study a wide range of cases distinguishing in the number of candidates or the kind of information spread over the network.
our main result shows that the election manipulation problem is not affordable in the worst-case, even when one accepts to get an approximation of the optimal margin of victory, except for the case of seeding when the number of hard-to-manipulate voters is not too large, and the number of uncertain voters is not too small, where we say that a voter that does not vote for the manipulator's candidate is hard-to-manipulate if there is no way to make her vote for this candidate, and uncertain otherwise.
we also provide some results showing the hardness of the problems in special cases. more precisely, in the case of seeding, we show that the manipulation is hard even if the graph is a line and that a large class of algorithms, including most of the approaches recently adopted for social-influence problems (e.g., greedy, degree centrality, pagerank, voterank), fails to compute a bounded approximation even on elementary networks, such as undirected graphs with every node having a degree at most two or directed trees. in the case of edge removal or addition, our hardness results also apply to election manipulation when the manipulator has an unlimited budget, being allowed to remove or add an arbitrary number of edges, and to the basic case of social influence maximization/minimization in the restricted case of finite budget.
interestingly, our hardness results for seeding and edge removal/addition still hold in a re-optimization variant, where the manipulator already knows an optimal solution to the problem and computes a new solution once a local modification occurs, e.g., the removal/addition of a single edge."
2021,"probabilistic temporal networks with ordinary distributions: theory, robustness and expected utility",https://www.jair.org/index.php/jair/article/view/13019,"most existing works in probabilistic simple temporal networks (pstns) base their frameworks on well-defined, parametric probability distributions. under the operational contexts of both strong and dynamic control, this paper addresses robustness measure of pstns, i.e. the execution success probability, where the probability distributions of the contingent durations are ordinary, not necessarily parametric, nor symmetric (e.g. histograms, pert), as long as these can be discretized. in practice, one would obtain ordinary distributions by considering empirical observations (compiled as histograms), or even hand-drawn by field experts. in this new realm of pstns, we study and formally define concepts such as degree of weak/strong/dynamic controllability, robustness under a predefined dispatching protocol, and introduce the concept of pstn expected execution utility. we also discuss the limitation of existing controllability levels, and propose new levels within dynamic controllability, to better characterize dynamic controllable pstns based on based practical complexity considerations. we propose a novel fixed-parameter pseudo-polynomial time computation method to obtain both the success probability and expected utility measures. we apply our computation method to various pstn datasets, including realistic planetary exploration scenarios in the context of the mars 2020 rover. moreover, we propose additional original applications of the method."
2021,"socially responsible ai algorithms: issues, purposes, and challenges",https://www.jair.org/index.php/jair/article/view/12814,"in the current era, people and society have grown increasingly reliant on artificial intelligence (ai) technologies. ai has the potential to drive us towards a future in which all of humanity flourishes. it also comes with substantial risks for oppression and calamity. discussions about whether we should (re)trust ai have repeatedly emerged in recent years and in many quarters, including industry, academia, healthcare, services, and so on. technologists and ai researchers have a responsibility to develop trustworthy ai systems. they have responded with great effort to design more responsible ai algorithms. however, existing technical solutions are narrow in scope and have been primarily directed towards algorithms for scoring or classification tasks, with an emphasis on fairness and unwanted bias. to build long-lasting trust between ai and human beings, we argue that the key is to think beyond algorithmic fairness and connect major aspects of ai that potentially cause ai's indifferent behavior. in this survey, we provide a systematic framework of socially responsible ai algorithms that aims to examine the subjects of ai indifference and the need for socially responsible ai algorithms, define the objectives, and introduce the means by which we may achieve these objectives. we further discuss how to leverage this framework to improve societal well-being through protection, information, and prevention/mitigation.
this article appears in the special track on ai & society."
2021,"trends in integration of vision and language research: a survey of tasks, datasets, and methods",https://www.jair.org/index.php/jair/article/view/11688,"interest in artificial intelligence (ai) and its applications has seen unprecedented growth in the last few years. this success can be partly attributed to the advancements made in the sub-fields of ai such as machine learning, computer vision, and natural language processing. much of the growth in these fields has been made possible with deep learning, a sub-area of machine learning that uses artificial neural networks. this has created significant interest in the integration of vision and language. in this survey, we focus on ten prominent tasks that integrate language and vision by discussing their problem formulation, methods, existing datasets, evaluation measures, and compare the results obtained with corresponding state-of-the-art methods. our efforts go beyond earlier surveys which are either task-specific or concentrate only on one type of visual content, i.e., image or video. furthermore, we also provide some potential future directions in this field of research with an anticipation that this survey stimulates innovative thoughts and ideas to address the existing challenges and build new applications."
2021,on the decomposition of abstract dialectical frameworks and the complexity of naive-based semantics,https://www.jair.org/index.php/jair/article/view/11348,"abstract dialectical frameworks (adfs) are a recently introduced powerful generalization of dung's popular abstract argumentation frameworks (afs). inspired by similar work for afs, we introduce a decomposition scheme for adfs, which proceeds along the adf's strongly connected components. we find that, for several semantics, the decomposition-based version coincides with the original semantics, whereas for others, it gives rise to a new semantics. these new semantics allow us to deal with pertinent problems such as odd-length negative cycles in a more general setting, that for instance also encompasses logic programs. we perform an exhaustive analysis of the computational complexity of these new, so-called naive-based semantics. the results are quite interesting, for some of them involve little-known classes of the so-called boolean hierarchy (another hierarchy in between classes of the polynomial hierarchy). furthermore, in credulous and sceptical entailment, the complexity can be different depending on whether we check for truth or falsity of a specific statement."
2021,superintelligence cannot be contained: lessons from computability theory,https://www.jair.org/index.php/jair/article/view/12202,"superintelligence is a hypothetical agent that possesses intelligence far surpassing that of the brightest and most gifted human minds. in light of recent advances in machine intelligence, a number of scientists, philosophers and technologists have revived the discussion about the potentially catastrophic risks entailed by such an entity. in this article, we trace the origins and development of the neo-fear of superintelligence, and some of the major proposals for its containment. we argue that total containment is, in principle, impossible, due to fundamental limits inherent to computing itself. assuming that a superintelligence will contain a program that includes all the programs that can be executed by a universal turing machine on input potentially as complex as the state of the world, strict containment requires simulations of such a program, something theoretically (and practically) impossible.
this article is part of the special track on ai and society."
2021,integrated offline and online decision making under uncertainty,https://www.jair.org/index.php/jair/article/view/12333,"this paper considers multi-stage optimization problems under uncertainty that involve distinct offline and online phases. in particular it addresses the issue of integrating these phases to show how the two are often interrelated in real-world applications. our methods are applicable under two (fairly general) conditions: 1) the uncertainty is exogenous; 2) it is possible to define a greedy heuristic for the online phase that can be modeled as a parametric convex optimization problem. we start with a baseline composed by a two-stage offline approach paired with the online greedy heuristic. we then propose multiple methods to tighten the offline/online integration, leading to significant quality improvements, at the cost of an increased computation effort either in the offline or the online phase. overall, our methods provide multiple options to balance the solution quality/time trade-off, suiting a variety of practical application scenarios. to test our methods, we ground our approaches on two real cases studies with both offline and online decisions: an energy management problem with uncertain renewable generation and demand, and a vehicle routing problem with uncertain travel times. the application domains feature respectively continuous and discrete decisions. an extensive analysis of the experimental results shows that indeed offline/online integration may lead to substantial benefits."
2021,zone path construction (zac) based approaches for effective real-time ridesharing,https://www.jair.org/index.php/jair/article/view/11998,"real-time ridesharing systems such as uberpool, lyft line and grabshare have become hugely popular as they reduce the costs for customers, improve per trip revenue for drivers and reduce traffic on the roads by grouping customers with similar itineraries. the key challenge in these systems is to group the ""right"" requests to travel together in the ""right"" available vehicles in real-time, so that the objective (e.g., requests served, revenue or delay) is optimized. this challenge has been addressed in existing work by: (i) generating as many relevant feasible combinations of requests (with respect to the available delay for customers) as possible in real-time; and then (ii) optimizing assignment of the feasible request combinations to vehicles. since the number of request combinations increases exponentially with the increase in vehicle capacity and number of requests, unfortunately, such approaches have to employ ad hoc heuristics to identify a subset of request combinations for assignment.
our key contribution is in developing approaches that employ zone (abstraction of individual locations) paths instead of request combinations. zone paths allow for generation of significantly more ""relevant"" combinations (in comparison to ad hoc heuristics) in real-time than competing approaches due to two reasons: (i) each zone path can typically represent multiple request combinations; (ii) zone paths are generated using a combination of offline and online methods. specifically, we contribute both myopic (ridesharing assignment focussed on current requests only) and non-myopic (ridesharing assignment considers impact on expected future requests) approaches that employ zone paths. in our experimental results, we demonstrate that our myopic approach outperforms the current best myopic approach for ridesharing on both real-world and synthetic datasets (with respect to both objective and runtime). we also show that our non-myopic approach obtains 14.7% improvement over existing myopic approach. our non-myopic approach gets improvements of up to 12.48% over a recent non-myopic approach, neuradp. even when neuradp is allowed to optimize learning over test settings, results largely remain comparable except in a couple of cases, where neuradp performs better."
2021,"cost-optimal planning, delete relaxation, approximability, and heuristics",https://www.jair.org/index.php/jair/article/view/12278,"cost-optimal planning is a very well-studied topic within planning, and it has proven to be computationally hard both in theory and in practice. since cost-optimal planning is an optimisation problem, it is natural to analyse it through the lens of approximation. an important reason for studying cost-optimal planning is heuristic search; heuristic functions that guide the search in planning can often be viewed as algorithms solving or approximating certain optimisation problems. many heuristic functions (such as the ubiquitious h+ heuristic) are based on delete relaxation, which ignores negative effects of actions. planning for instances where the actions have no negative effects is often referred to as monotone planning. the aim of this article is to analyse the approximability of cost-optimal monotone planning, and thus the performance of relevant heuristic functions. our findings imply that it may be beneficial to study these kind of problems within the framework of parameterised complexity and we initiate work in this direction."
2021,learning temporal causal sequence relationships from real-time time-series,https://www.jair.org/index.php/jair/article/view/12395,"we aim to mine temporal causal sequences that explain observed events (consequents) in time-series traces. causal explanations of key events in a time-series have applications in design debugging, anomaly detection, planning, root-cause analysis and many more. we make use of decision trees and interval arithmetic to mine sequences that explain defining events in the time-series. we propose modified decision tree construction metrics to handle the non-determinism introduced by the temporal dimension. the mined sequences are expressed in a readable temporal logic language that is easy to interpret. the application of the proposed methodology is illustrated through various examples."
2021,a survey on the explainability of supervised machine learning,https://www.jair.org/index.php/jair/article/view/12228,"predictions obtained by, e.g., artificial neural networks have a high accuracy but humans often perceive the models as black boxes. insights about the decision making are mostly opaque for humans. particularly understanding the decision making in highly sensitive areas such as healthcare or finance, is of paramount importance. the decision-making behind the black boxes requires it to be more transparent, accountable, and understandable for humans. this survey paper provides essential definitions, an overview of the different principles and methodologies of explainable supervised machine learning (sml). we conduct a state-of-the-art survey that reviews past and recent explainable sml approaches and classifies them according to the introduced definitions. finally, we illustrate principles by means of an explanatory case study and discuss important future directions."
2021,efficient multi-objective reinforcement learning via multiple-gradient descent with iteratively discovered weight-vector sets,https://www.jair.org/index.php/jair/article/view/12270,"solving multi-objective optimization problems is important in various applications where users are interested in obtaining optimal policies subject to multiple (yet often conflicting) objectives. a typical approach to obtain the optimal policies is to first construct a loss function based on the scalarization of individual objectives and then derive optimal policies that minimize the scalarized loss function. albeit simple and efficient, the typical approach provides no insights/mechanisms on the optimization of multiple objectives due to the lack of ability to quantify the inter-objective relationship. to address the issue, we propose to develop a new efficient gradient-based multi-objective reinforcement learning approach that seeks to iteratively uncover the quantitative inter-objective relationship via finding a minimum-norm point in the convex hull of the set of multiple policy gradients when the impact of one objective on others is unknown a priori. in particular, we first propose a new paols algorithm that integrates pruning and approximate optimistic linear support algorithm to efficiently discover the weight-vector sets of multiple gradients that quantify the inter-objective relationship. then we construct an actor and a multi-objective critic that can co-learn the policy and the multi-objective vector value function. finally, the weight discovery process and the policy and vector value function learning process can be iteratively executed to yield stable weight-vector sets and policies. to validate the effectiveness of the proposed approach, we present a quantitative evaluation of the approach based on three case studies."
2021,the computational complexity of understanding binary classifier decisions,https://www.jair.org/index.php/jair/article/view/12359,"for a d-ary boolean function ph: {0, 1}d - {0, 1} and an assignment to its variables x = (x1, x2, . . . , xd) we consider the problem of finding those subsets of the variables that are sufficient to determine the function value with a given probability d. this is motivated by the task of interpreting predictions of binary classifiers described as boolean circuits, which can be seen as special cases of neural networks. we show that the problem of deciding whether such subsets of relevant variables of limited size k <= d exist is complete for the complexity class nppp and thus, generally, unfeasible to solve. we then introduce a variant, in which it suffices to check whether a subset determines the function value with probability at least d or at most d - g for 0 < g < d. this promise of a probability gap reduces the complexity to the class npbpp. finally, we show that finding the minimal set of relevant variables cannot be reasonably approximated, i.e. with an approximation factor d1-a for a > 0, by a polynomial time algorithm unless p = np. this holds even with the promise of a probability gap."
2021,hybrid-order network consensus for distributed multi-agent systems,https://www.jair.org/index.php/jair/article/view/12061,"as an important field of distributed artificial intelligence (dai), multi-agent systems (mass) have attracted the attention of extensive research scholars. consensus as the most important issue in mas, much progress has been made in studying the consensus control of mas, but there are some problems remained largely unaddressed which cause the mas to lose some useful network structure information. first, multi-agent consensus protocol usually proceeds over the low-order structure by only considering the direct edges between agents, but ignores the higher-order structure of the whole topology network. second, the existing work assumes all the edges in a topology network have the same weight without exploring the potential diversity of the connections. in this way, multi-agent systems fail to enforce consensus, resulting in fragmentation into multiple clusters. to address the above issues, this paper proposes a motif-aware weighted multi-agent system (mwms) method for consensus control. we focus more on triangle motif in the network, but it can be extended to other kinds of motifs as well. first, a novel weighted network is used which is the combination of the edge-based lower-order structure and the motif-based higher-order structure, i.e., hybrid-order structure. subsequently, by simultaneously considering the quantity and the quality of the connections in the network, a novel consensus framework for mas is designed to update agents. then, two baseline consensus algorithms are used in mwms. in our experiments, we use ten topologies of different shapes, densities and ranges to comprehensively analyze the performance of our proposed algorithms. the simulation results show that the hybrid higher-order network can effectively enhance the consensus of the multi-agent system in different network topologies."
2021,benchmark and survey of automated machine learning frameworks,https://www.jair.org/index.php/jair/article/view/11854,"machine learning (ml) has become a vital part in many aspects of our daily life. however, building well performing machine learning applications requires highly specialized data scientists and domain experts. automated machine learning (automl) aims to reduce the demand for data scientists by enabling domain experts to build machine learning applications automatically without extensive knowledge of statistics and machine learning. this paper is a combination of a survey on current automl methods and a benchmark of popular automl frameworks on real data sets. driven by the selected frameworks for evaluation, we summarize and review important automl techniques and methods concerning every step in building an ml pipeline. the selected automl frameworks are evaluated on 137 data sets from established automl benchmark suites."
2021,on super strong eth,https://www.jair.org/index.php/jair/article/view/11859,"multiple known algorithmic paradigms (backtracking, local search and the polynomial method) only yield a 2n(1-1/o(k)) time algorithm for k-sat in the worst case. for this reason, it has been hypothesized that the worst-case k-sat problem cannot be solved in 2n(1-f(k)/k) time for any unbounded function f. this hypothesis has been called the ""super-strong eth"", modelled after the eth and the strong eth.
it has also been hypothesized that k-sat is hard to solve for randomly chosen instances near the ""critical threshold"", where the clause-to-variable ratio is such that randomly chosen instances are satisfiable with probability 1/2. we give a randomized algorithm which refutes the super-strong eth for the case of random k-sat and planted k-sat for any clause-to-variable ratio. for example, given any random k-sat instance f with n variables and m clauses, our algorithm decides satisfiability for f in 2n(1-c*log(k)/k) time with high probability (over the choice of the formula and the randomness of the algorithm). it turns out that a well-known algorithm from the literature on sat algorithms does the job: the ppz algorithm of paturi, pudlak, and zane (1999).
the unique k-sat problem is the special case where there is at most one satisfying assignment. improving prior reductions, we show that the super-strong eths for unique k-sat and k-sat are equivalent. more precisely, we show the time complexities of unique k-sat and k-sat are very tightly correlated: if unique k-sat is in 2n(1-f(k)/k) time for an unbounded f, then k-sat is in 2n(1-f(k)/(2k)) time."
